"etudiant_id","matricule_etudiant","nom_etudiant","prenom_etudiant","sexe_etudiant","date_naissance_etudiant","promotion_id","date_inscription_etudiant"
878,"UCC2024878","MBUYI","Sarah","F","2003-03-07",117,"2024-10-21 09:10:00"
879,"UCC2024879","MUKUNA","Paul","H","2002-12-25",118,"2024-10-21 10:40:00"
880,"UPC2024880","BOKOLO","Nadine","F","2004-09-10",128,"2024-10-21 12:00:00"
881,"UPC2024881","KANYAMA","Pierre","H","2003-05-22",129,"2024-10-21 13:20:00"
882,"UPC2024882","MAMPUYA","Alice","F","2002-07-08",130,"2024-10-22 09:25:00"
883,"UPC2024883","KABILA","Joseph","H","2001-10-30",131,"2024-10-22 10:50:00"
884,"UPC2024884","ILUNGA","Claudine","F","2004-03-12",132,"2024-10-22 12:15:00"
885,"UPC2024885","MUKENDI","Jean","H","2002-08-19",133,"2024-10-22 13:35:00"
886,"UPC2024886","KASONGO","Patricia","F","2003-11-05",134,"2024-10-23 09:15:00"
887,"UPC2024887","MBUYI","Patrick","H","2001-06-16",135,"2024-10-23 10:30:00"
888,"UPC2024888","MULUMBA","Nadine","F","2004-04-01",136,"2024-10-23 11:55:00"
889,"UPC2024889","KAPENDA","Jean","H","2002-01-09",137,"2024-10-23 13:15:00"
890,"UPC2024890","NSITU","Alice","F","2003-02-18",138,"2024-10-24 09:20:00"
891,"UPC2024891","KASONGO","Michel","H","2001-09-27",139,"2024-10-24 10:50:00"
892,"UPC2024892","MBUYU","Sarah","F","2004-07-19",140,"2024-10-24 12:20:00"
893,"UPC2024893","ILUNGA","David","H","2002-11-11",141,"2024-10-24 13:40:00"
894,"ISIPA2024894","MUKENGESHAYI","Claudine","F","2003-05-03",119,"2024-10-25 09:15:00"
895,"ISC2024895","TUBIANGA","Jean-Paul","H","2001-03-28",110,"2024-10-25 10:45:00"
896,"ISC2024896","NGOMA","Christelle","F","2004-06-22",111,"2024-10-25 12:05:00"
897,"ISC2024897","MULUBALUBA","David","H","2002-09-14",112,"2024-10-26 09:25:00"
898,"ISTM2024898","KAPONDO","Alice","F","2003-01-19",113,"2024-10-26 10:35:00"
899,"ISTM2024899","KABUYA","Joseph","H","2002-04-08",114,"2024-10-26 11:50:00"
900,"ISTM2024900","MUPENDA","Sarah","F","2004-08-23",115,"2024-10-26 13:10:00"
901,"ISIPA2024901","KAPENDA","Nadine","F","2003-07-11",101,"2024-10-27 09:10:00"
902,"ISIPA2024902","KASONGO","Jean-Paul","H","2002-09-25",122,"2024-10-27 10:30:00"
903,"ISIPA2024903","MUTOMBO","Alice","F","2004-03-08",119,"2024-10-27 11:45:00"
904,"ISIPA2024904","ILUNGA","David","H","2001-06-17",124,"2024-10-27 13:20:00"
905,"ISC2024905","MBUYU","Sarah","F","2004-01-04",104,"2024-10-28 09:05:00"
906,"ISC2024906","KABILA","Patrick","H","2002-05-14",111,"2024-10-28 10:25:00"
907,"ISC2024907","MALU","Esther","F","2003-09-19",115,"2024-10-28 11:40:00"
908,"ISC2024908","MUKENDI","Paul","H","2001-12-29",112,"2024-10-28 13:10:00"
909,"ISTM2024909","MUTOMBO","Chantal","F","2004-08-21",107,"2024-10-29 09:15:00"
910,"ISTM2024910","KASAI","Joseph","H","2002-02-03",109,"2024-10-29 10:40:00"
911,"ISTM2024911","MULUMBA","Alice","F","2003-04-27",108,"2024-10-29 12:05:00"
912,"ISTM2024912","KAPENDA","Pierre","H","2001-10-16",116,"2024-10-29 13:25:00"
913,"UCC2024913","KABONGO","Michel","H","2002-06-11",125,"2024-10-30 09:20:00"
914,"UCC2024914","MBOMA","Sarah","F","2003-12-08",126,"2024-10-30 10:50:00"
915,"UCC2024915","MUKUNA","David","H","2001-07-15",127,"2024-10-30 12:20:00"
916,"UCC2024916","NSITU","Nadine","F","2004-09-23",114,"2024-10-30 13:35:00"
917,"UCC2024917","ILUNGA","Jean","H","2002-01-28",129,"2024-10-31 09:05:00"
918,"UCC2024918","MALU","Alice","F","2003-05-19",117,"2024-10-31 10:45:00"
919,"UCC2024919","KABILA","Pierre","H","2001-03-07",130,"2024-10-31 12:10:00"
920,"UPC2024920","MUTOMBO","Grace","F","2004-04-14",128,"2024-10-31 13:30:00"
921,"UPC2024921","KASONGO","Michel","H","2002-11-25",132,"2024-10-31 14:15:00"
922,"UPC2024922","MUPENDA","Alice","F","2003-06-17",133,"2024-10-31 15:40:00"
923,"UPC2024923","ILUNGA","Patrick","H","2001-09-04",134,"2024-10-31 16:20:00"
924,"UPC2024924","KABUYA","Chantal","F","2004-10-12",135,"2024-10-31 17:05:00"
925,"UPC2024925","MALU","Jean","H","2002-02-21",136,"2024-10-31 17:55:00"
926,"UPC2024926","NSITU","Esther","F","2003-01-14",137,"2024-10-31 18:40:00"
927,"UPC2024927","MUKENDI","Joseph","H","2001-05-28",138,"2024-10-31 19:15:00"
928,"UPC2024928","KABONGO","Nadine","F","2003-07-23",139,"2024-10-31 19:50:00"
929,"UPC2024929","KALONJI","David","H","2002-03-11",140,"2024-10-31 20:25:00"
930,"UPC2024930","MUTOMBO","Christelle","F","2004-05-09",141,"2024-10-31 21:05:00"
931,"ISIPA2024931","KASAI","Jonas","H","2002-06-02",123,"2024-10-31 09:05:00"
932,"ISIPA2024932","MBUYU","Alice","F","2004-08-20",124,"2024-10-31 10:15:00"
933,"ISIPA2024933","MUKUNA","Michel","H","2001-11-29",121,"2024-10-31 11:25:00"
934,"ISC2024934","MALU","Claudine","F","2003-07-07",105,"2024-10-31 12:35:00"
935,"ISC2024935","ILUNGA","Paul","H","2002-04-03",112,"2024-10-31 13:45:00"
936,"ISC2024936","NSITU","Christelle","F","2004-09-28",106,"2024-10-31 14:55:00"
937,"ISTM2024937","KABILA","Jean","H","2001-01-12",109,"2024-10-31 16:05:00"
938,"ISTM2024938","KASONGO","Nadine","F","2003-12-15",115,"2024-10-31 17:15:00"
939,"ISTM2024939","MBOMA","David","H","2002-08-09",108,"2024-10-31 18:25:00"
940,"ISTM2024940","MUKENDI","Sarah","F","2004-02-05",116,"2024-10-31 19:35:00"
941,"UCC2024941","KAPENDA","Lucien","H","2002-07-14",125,"2024-10-27 09:10:00"
942,"UCC2024942","MULUBALUBA","Alice","F","2003-11-21",126,"2024-10-27 10:20:00"
943,"UCC2024943","MUKUNA","Jean-Paul","H","2001-05-03",127,"2024-10-27 11:35:00"
944,"UCC2024944","NSITU","Sarah","F","2004-01-12",114,"2024-10-27 12:45:00"
945,"UCC2024945","ILUNGA","Patrick","H","2002-09-29",130,"2024-10-27 14:05:00"
946,"UPC2024946","MUTOMBO","Chantal","F","2003-06-18",128,"2024-10-28 09:15:00"
947,"UPC2024947","KASONGO","Jonas","H","2001-08-25",129,"2024-10-28 10:30:00"
948,"UPC2024948","MUPENDA","Alice","F","2004-02-07",130,"2024-10-28 11:50:00"
949,"UPC2024949","ILUNGA","David","H","2002-12-14",131,"2024-10-28 13:05:00"
950,"UPC2024950","KABUYA","Nadine","F","2003-03-21",132,"2024-10-28 14:25:00"
951,"UPC2024951","MALU","Joseph","H","2001-09-06",133,"2024-10-29 09:35:00"
952,"UPC2024952","NSITU","Claudine","F","2003-05-29",134,"2024-10-29 10:55:00"
953,"UPC2024953","MUKENDI","Michel","H","2002-04-10",135,"2024-10-29 12:10:00"
954,"UPC2024954","KABONGO","Alice","F","2004-07-23",136,"2024-10-29 13:40:00"
955,"UPC2024955","KALONJI","Pierre","H","2001-10-01",137,"2024-10-30 09:20:00"
956,"UPC2024956","MUTOMBO","Sarah","F","2003-02-19",138,"2024-10-30 10:45:00"
957,"UPC2024957","KASONGO","Paul","H","2002-06-08",139,"2024-10-30 12:05:00"
958,"UPC2024958","MBUYU","Claudine","F","2004-09-27",140,"2024-10-30 13:20:00"
959,"UPC2024959","ILUNGA","Jean","H","2001-12-15",141,"2024-10-30 14:40:00"
960,"ISIPA2024960","MUKENGESHAYI","Esther","F","2003-05-09",121,"2024-10-31 09:10:00"
961,"ISIPA2024961","KASAI","Michel","H","2002-11-04",122,"2024-10-31 10:25:00"
962,"ISIPA2024962","MBUYI","Nadine","F","2004-04-13",123,"2024-10-31 11:40:00"
963,"ISIPA2024963","MUKUNA","Joseph","H","2001-08-22",124,"2024-10-31 12:55:00"
964,"ISIPA2024964","KABILA","Chantal","F","2003-06-10",119,"2024-10-31 14:15:00"
965,"ISC2024965","TUMBA","Jonas","H","2002-03-02",104,"2024-10-31 15:25:00"
966,"ISC2024966","NGOMA","Alice","F","2004-07-19",105,"2024-10-31 16:40:00"
967,"ISC2024967","KASONGO","Jean","H","2001-02-28",111,"2024-10-31 17:55:00"
968,"ISC2024968","MBUYI","Sarah","F","2003-09-16",112,"2024-10-31 19:10:00"
969,"ISTM2024969","ILUNGA","Paul","H","2002-05-05",107,"2024-10-31 09:05:00"
970,"ISTM2024970","MULUMBA","Alice","F","2004-12-24",108,"2024-10-31 10:20:00"
971,"ISTM2024971","KAPONDO","David","H","2003-01-30",109,"2024-10-31 11:35:00"
972,"ISTM2024972","MUTOMBO","Claudine","F","2001-09-03",116,"2024-10-31 12:50:00"
973,"UCC2024973","KASAI","Patrick","H","2002-06-14",125,"2024-10-31 14:05:00"
974,"UCC2024974","MULUBALUBA","Sarah","F","2003-03-12",126,"2024-10-31 15:20:00"
975,"UCC2024975","MUKUNA","Jean","H","2001-07-26",127,"2024-10-31 16:35:00"
976,"UCC2024976","NSITU","Alice","F","2004-02-08",114,"2024-10-31 17:50:00"
977,"UCC2024977","ILUNGA","Pierre","H","2002-11-19",130,"2024-10-31 19:05:00"
978,"UCC2024978","MALU","Chantal","F","2003-08-06",117,"2024-10-31 20:20:00"
979,"UCC2024979","KABILA","Jonas","H","2001-05-23",129,"2024-10-31 21:35:00"
980,"UCC2024980","MBUYU","Esther","F","2004-01-18",118,"2024-10-31 22:50:00"
981,"UPC2024981","MUKENDI","Paul","H","2002-09-20",128,"2024-10-27 09:15:00"
982,"UPC2024982","KASONGO","Alice","F","2003-12-02",129,"2024-10-27 10:30:00"
983,"UPC2024983","ILUNGA","David","H","2001-04-14",130,"2024-10-27 11:45:00"
984,"UPC2024984","MUTOMBO","Sarah","F","2004-05-25",131,"2024-10-27 13:00:00"
985,"UPC2024985","KABUYA","Jean","H","2002-08-19",132,"2024-10-28 09:20:00"
986,"UPC2024986","MULUMBA","Claudine","F","2003-06-11",133,"2024-10-28 10:35:00"
987,"UPC2024987","KAPENDA","Joseph","H","2001-11-22",134,"2024-10-28 11:50:00"
988,"UPC2024988","NSITU","Esther","F","2004-03-29",135,"2024-10-28 13:10:00"
989,"UPC2024989","KALONJI","Michel","H","2002-07-03",136,"2024-10-28 14:25:00"
990,"UPC2024990","MUKUNA","Alice","F","2003-01-09",137,"2024-10-28 15:40:00"
991,"UPC2024991","KABILA","Patrick","H","2001-09-14",138,"2024-10-29 09:05:00"
992,"UPC2024992","MBUYI","Chantal","F","2004-10-18",139,"2024-10-29 10:20:00"
993,"UPC2024993","ILUNGA","Pierre","H","2002-02-24",140,"2024-10-29 11:35:00"
994,"UPC2024994","KASAI","Nadine","F","2003-08-30",141,"2024-10-29 12:50:00"
995,"ISIPA2024995","MUTOMBO","Jean","H","2001-06-16",101,"2024-10-29 14:05:00"
996,"ISIPA2024996","KABONGO","Sarah","F","2004-09-27",122,"2024-10-29 15:20:00"
997,"ISIPA2024997","MALU","Patrick","H","2002-12-13",119,"2024-10-29 16:35:00"
998,"ISIPA2024998","MUKENDI","Alice","F","2003-07-08",124,"2024-10-30 09:10:00"
999,"ISIPA2024999","ILUNGA","David","H","2001-01-20",121,"2024-10-30 10:30:00"
1000,"ISIPA20241000","KAPONDO","Nadine","F","2003-05-12",123,"2024-10-30 11:50:00"
1001,"ISC20241001","TUMBA","Michel","H","2002-09-01",104,"2024-10-30 13:10:00"
1002,"ISC20241002","NGOMA","Esther","F","2004-06-05",105,"2024-10-30 14:25:00"
1003,"ISC20241003","KASONGO","Joseph","H","2003-02-22",111,"2024-10-30 15:40:00"
1004,"ISC20241004","MBUYI","Alice","F","2001-11-09",112,"2024-10-31 09:15:00"
1005,"ISC20241005","MULUMBA","Paul","H","2002-04-26",106,"2024-10-31 10:30:00"
1006,"ISC20241006","MUKUNA","Claudine","F","2003-08-14",115,"2024-10-31 11:45:00"
1007,"ISTM20241007","ILUNGA","Jean","H","2001-05-30",107,"2024-10-31 13:00:00"
1008,"ISTM20241008","KABILA","Alice","F","2003-09-03",109,"2024-10-31 14:15:00"
1009,"ISTM20241009","MULUBALUBA","Pierre","H","2002-03-16",108,"2024-10-31 15:30:00"
1010,"ISTM20241010","KASONGO","Sarah","F","2004-07-12",116,"2024-10-31 16:45:00"
1011,"UCC20241011","MALU","Joseph","H","2002-11-01",125,"2024-10-31 18:00:00"
1012,"UCC20241012","NSITU","Claudine","F","2003-03-25",126,"2024-10-31 19:15:00"
1013,"UCC20241013","MUKENDI","Patrick","H","2001-07-07",127,"2024-10-31 20:30:00"
1014,"UCC20241014","ILUNGA","Esther","F","2004-05-28",114,"2024-10-31 21:45:00"
1015,"UCC20241015","KABILA","Lucien","H","2002-10-18",130,"2024-10-31 22:55:00"
1016,"UCC20241016","MBUYU","Alice","F","2003-09-07",117,"2024-10-31 23:40:00"
1017,"UCC20241017","MUKUNA","Jonas","H","2001-12-20",118,"2024-10-31 09:10:00"
1018,"UCC20241018","NSITU","Sarah","F","2004-02-02",129,"2024-10-31 10:25:00"
1019,"UCC20241019","ILUNGA","Michel","H","2002-08-16",130,"2024-10-31 11:40:00"
1020,"UCC20241020","KALONJI","Patricia","F","2003-06-22",115,"2024-10-31 12:55:00"
1021,"UPC20241021","MUKENDI","Nadine","F","2004-03-08",128,"2024-10-27 09:15:00"
1022,"UPC20241022","KASONGO","David","H","2002-07-19",129,"2024-10-27 10:25:00"
1023,"UPC20241023","ILUNGA","Sarah","F","2003-11-05",130,"2024-10-27 11:40:00"
1024,"UPC20241024","MUTOMBO","Jean","H","2001-04-23",131,"2024-10-27 12:55:00"
1025,"UPC20241025","KABUYA","Chantal","F","2004-08-17",132,"2024-10-28 09:05:00"
1026,"UPC20241026","MULUMBA","Joseph","H","2002-05-09",133,"2024-10-28 10:20:00"
1027,"UPC20241027","KAPENDA","Esther","F","2003-12-13",134,"2024-10-28 11:35:00"
1028,"UPC20241028","NSITU","Paul","H","2001-02-25",135,"2024-10-28 12:50:00"
1029,"UPC20241029","KALONJI","Alice","F","2003-06-07",136,"2024-10-28 14:05:00"
1030,"UPC20241030","MUKUNA","Patrick","H","2002-01-19",137,"2024-10-28 15:20:00"
1031,"UPC20241031","KABILA","Nadine","F","2004-10-21",138,"2024-10-29 09:15:00"
1032,"UPC20241032","MBUYI","Jonas","H","2001-07-02",139,"2024-10-29 10:30:00"
1033,"UPC20241033","ILUNGA","Esther","F","2003-09-18",140,"2024-10-29 11:45:00"
1034,"UPC20241034","KASAI","Michel","H","2002-03-27",141,"2024-10-29 13:00:00"
1035,"ISIPA20241035","MUTOMBO","Alice","F","2003-08-09",101,"2024-10-29 14:15:00"
1036,"ISIPA20241036","KABONGO","Joseph","H","2002-10-30",122,"2024-10-29 15:30:00"
1037,"ISIPA20241037","MALU","Nadine","F","2004-01-05",119,"2024-10-29 16:45:00"
1038,"ISIPA20241038","MUKENDI","David","H","2001-12-21",124,"2024-10-30 09:05:00"
1039,"ISIPA20241039","ILUNGA","Patricia","F","2003-05-29",121,"2024-10-30 10:20:00"
1040,"ISIPA20241040","KAPONDO","Lucien","H","2002-02-14",123,"2024-10-30 11:35:00"
1041,"ISC20241041","TUMBA","Esther","F","2004-04-02",104,"2024-10-30 12:50:00"
1042,"ISC20241042","NGOMA","Patrick","H","2002-09-16",105,"2024-10-30 14:05:00"
1043,"ISC20241043","KASONGO","Sarah","F","2003-02-12",111,"2024-10-30 15:20:00"
1044,"ISC20241044","MBUYI","Michel","H","2001-06-25",112,"2024-10-31 09:10:00"
1045,"ISC20241045","MULUMBA","Alice","F","2003-10-08",106,"2024-10-31 10:25:00"
1046,"ISC20241046","MUKUNA","Paul","H","2002-08-03",115,"2024-10-31 11:40:00"
1047,"ISTM20241047","ILUNGA","Claudine","F","2004-07-21",107,"2024-10-31 12:55:00"
1048,"ISTM20241048","KABILA","Jonas","H","2001-03-11",109,"2024-10-31 14:10:00"
1049,"ISTM20241049","MULUBALUBA","Sarah","F","2003-01-28",108,"2024-10-31 15:25:00"
1050,"ISTM20241050","KASONGO","David","H","2002-11-06",116,"2024-10-31 16:40:00"
1051,"UCC20241051","MALU","Alice","F","2004-03-19",125,"2024-10-31 17:55:00"
1052,"UCC20241052","NSITU","Joseph","H","2002-01-02",126,"2024-10-31 19:10:00"
1053,"UCC20241053","MUKENDI","Sarah","F","2003-09-14",127,"2024-10-31 20:25:00"
1054,"UCC20241054","ILUNGA","Michel","H","2001-05-20",114,"2024-10-31 21:40:00"
1055,"UCC20241055","KABILA","Claudine","F","2003-06-06",130,"2024-10-31 22:55:00"
1056,"UCC20241056","MBUYU","Patrick","H","2002-02-26",117,"2024-10-31 09:05:00"
1057,"UCC20241057","MUKUNA","Esther","F","2004-11-09",118,"2024-10-31 10:20:00"
1058,"UCC20241058","NSITU","Jean","H","2001-12-17",129,"2024-10-31 11:35:00"
1059,"UCC20241059","ILUNGA","Nadine","F","2003-08-23",130,"2024-10-31 12:50:00"
1060,"UCC20241060","KALONJI","David","H","2002-05-18",115,"2024-10-31 14:05:00"
1061,"UPC20241061","MUTOMBO","Chantal","F","2004-02-15",128,"2024-10-01 09:05:00"
1062,"UPC20241062","KABILA","Paul","H","2002-11-29",129,"2024-10-01 10:20:00"
1063,"UPC20241063","ILUNGA","Sarah","F","2003-07-11",130,"2024-10-01 11:35:00"
1064,"UPC20241064","KASONGO","Michel","H","2001-09-03",131,"2024-10-01 12:50:00"
1065,"UPC20241065","MUKENDI","Esther","F","2003-05-22",132,"2024-10-01 14:05:00"
1066,"UPC20241066","MALU","David","H","2002-04-08",133,"2024-10-02 09:15:00"
1067,"UPC20241067","MULUMBA","Alice","F","2004-09-27",134,"2024-10-02 10:25:00"
1068,"UPC20241068","NSITU","Jonas","H","2001-01-16",135,"2024-10-02 11:40:00"
1069,"UPC20241069","KAPONDO","Claudine","F","2003-03-07",136,"2024-10-02 12:55:00"
1070,"UPC20241070","MUKUNA","Joseph","H","2002-06-19",137,"2024-10-02 14:10:00"
1071,"ISIPA20241071","KASAI","Nadine","F","2004-05-25",101,"2024-10-02 15:20:00"
1072,"ISIPA20241072","MUKOKO","Patrick","H","2002-02-02",122,"2024-10-02 16:30:00"
1073,"ISIPA20241073","KALONJI","Alice","F","2003-09-17",119,"2024-10-03 09:05:00"
1074,"ISIPA20241074","MBUYI","Jean","H","2001-12-09",124,"2024-10-03 10:20:00"
1075,"ISIPA20241075","ILUNGA","Esther","F","2003-06-28",121,"2024-10-03 11:35:00"
1076,"ISIPA20241076","KASONGO","David","H","2002-08-14",123,"2024-10-03 12:50:00"
1077,"ISC20241077","MUTOMBO","Patricia","F","2004-01-06",104,"2024-10-03 14:05:00"
1078,"ISC20241078","KAPEMBWA","Michel","H","2002-03-25",105,"2024-10-03 15:20:00"
1079,"ISC20241079","LUKUSA","Sarah","F","2003-11-18",111,"2024-10-04 09:10:00"
1080,"ISC20241080","TUMBA","Paul","H","2001-10-30",112,"2024-10-04 10:25:00"
1081,"ISC20241081","NGOMA","Nadine","F","2004-04-12",106,"2024-10-04 11:40:00"
1082,"ISC20241082","KABUYA","David","H","2002-07-23",115,"2024-10-04 12:55:00"
1083,"ISTM20241083","MULUBALUBA","Esther","F","2003-08-05",107,"2024-10-04 14:10:00"
1084,"ISTM20241084","KABILA","Michel","H","2001-05-19",109,"2024-10-04 15:25:00"
1085,"ISTM20241085","ILUNGA","Alice","F","2003-02-13",108,"2024-10-04 16:40:00"
1086,"ISTM20241086","MUKENDI","Paul","H","2002-09-01",116,"2024-10-05 09:15:00"
1087,"ISTM20241087","MALU","Sarah","F","2004-07-27",107,"2024-10-05 10:30:00"
1088,"UCC20241088","MUKUNA","Michel","H","2002-12-16",125,"2024-10-05 11:45:00"
1089,"UCC20241089","ILUNGA","Nadine","F","2003-03-03",126,"2024-10-05 13:00:00"
1090,"UCC20241090","KABONGO","Patrick","H","2001-08-21",127,"2024-10-05 14:15:00"
1091,"UCC20241091","NSITU","Claudine","F","2003-10-09",114,"2024-10-05 15:30:00"
1092,"UCC20241092","MUTOMBO","Jean","H","2002-01-26",130,"2024-10-05 16:45:00"
1093,"UCC20241093","MALU","Alice","F","2004-06-04",117,"2024-10-06 09:05:00"
1094,"UCC20241094","MUKENDI","David","H","2001-04-14",118,"2024-10-06 10:20:00"
1095,"UCC20241095","NSITU","Sarah","F","2003-12-22",129,"2024-10-06 11:35:00"
1096,"UCC20241096","KALONJI","Paul","H","2002-02-17",130,"2024-10-06 12:50:00"
1097,"UCC20241097","KABILA","Esther","F","2003-07-08",115,"2024-10-06 14:05:00"
1098,"UCC20241098","ILUNGA","Michel","H","2001-06-28",128,"2024-10-06 15:20:00"
1099,"UCC20241099","MUKOKO","Chantal","F","2004-09-13",129,"2024-10-06 16:35:00"
1100,"UCC20241100","MBUYI","Joseph","H","2002-05-07",132,"2024-10-06 17:50:00"
1101,"UPC20241101","KASONGO","Alice","F","2003-08-12",128,"2024-10-07 09:05:00"
1102,"UPC20241102","MULUMBA","David","H","2002-03-29",129,"2024-10-07 10:20:00"
1103,"UPC20241103","ILUNGA","Patricia","F","2004-01-04",130,"2024-10-07 11:35:00"
1104,"UPC20241104","MUKENDI","Paul","H","2001-09-23",131,"2024-10-07 12:50:00"
1105,"UPC20241105","KABILA","Sarah","F","2003-06-15",132,"2024-10-07 14:05:00"
1106,"UPC20241106","MUKUNA","Jean","H","2002-02-27",133,"2024-10-08 09:10:00"
1107,"UPC20241107","MBUYI","Esther","F","2003-10-06",134,"2024-10-08 10:25:00"
1108,"UPC20241108","NSITU","Patrick","H","2001-04-19",135,"2024-10-08 11:40:00"
1109,"UPC20241109","KAPENDA","Nadine","F","2004-11-28",136,"2024-10-08 12:55:00"
1110,"UPC20241110","MUTOMBO","Michel","H","2002-07-05",137,"2024-10-08 14:10:00"
1111,"ISIPA20241111","MALU","Alice","F","2003-01-16",101,"2024-10-08 15:20:00"
1112,"ISIPA20241112","KASAI","David","H","2002-05-02",122,"2024-10-08 16:30:00"
1113,"ISIPA20241113","MUKUNA","Esther","F","2004-09-11",119,"2024-10-09 09:05:00"
1114,"ISIPA20241114","ILUNGA","Paul","H","2001-12-24",124,"2024-10-09 10:20:00"
1115,"ISIPA20241115","KABILA","Nadine","F","2003-08-20",121,"2024-10-09 11:35:00"
1116,"ISIPA20241116","MUKENDI","Michel","H","2002-10-13",123,"2024-10-09 12:50:00"
1117,"ISC20241117","MBUYU","Patricia","F","2003-03-07",104,"2024-10-09 14:05:00"
1118,"ISC20241118","NSITU","Jonas","H","2001-06-26",105,"2024-10-09 15:20:00"
1119,"ISC20241119","KASONGO","Sarah","F","2003-12-03",111,"2024-10-10 09:10:00"
1120,"ISC20241120","MUTOMBO","Patrick","H","2002-09-09",112,"2024-10-10 10:25:00"
1121,"ISC20241121","MULUMBA","Esther","F","2004-04-29",106,"2024-10-10 11:40:00"
1122,"ISC20241122","KABONGO","David","H","2002-01-31",115,"2024-10-10 12:55:00"
1123,"ISTM20241123","ILUNGA","Claudine","F","2003-07-22",107,"2024-10-10 14:10:00"
1124,"ISTM20241124","KASAI","Paul","H","2001-05-18",109,"2024-10-10 15:25:00"
1125,"ISTM20241125","MUKENDI","Alice","F","2003-11-02",108,"2024-10-10 16:40:00"
1126,"ISTM20241126","MALU","Joseph","H","2002-02-14",116,"2024-10-11 09:15:00"
1127,"ISTM20241127","KAPENDA","Esther","F","2004-08-28",107,"2024-10-11 10:30:00"
1128,"UCC20241128","NSITU","Michel","H","2001-09-21",125,"2024-10-11 11:45:00"
1129,"UCC20241129","KABILA","Chantal","F","2003-04-03",126,"2024-10-11 13:00:00"
1130,"UCC20241130","MUKUNA","David","H","2002-11-26",127,"2024-10-11 14:15:00"
1131,"UCC20241131","ILUNGA","Alice","F","2003-06-10",114,"2024-10-11 15:30:00"
1132,"UCC20241132","MUTOMBO","Paul","H","2002-03-19",130,"2024-10-11 16:45:00"
1133,"UCC20241133","MBUYI","Sarah","F","2004-12-25",117,"2024-10-12 09:05:00"
1134,"UCC20241134","NSITU","Patrick","H","2001-08-04",118,"2024-10-12 10:20:00"
1135,"UCC20241135","MALU","Nadine","F","2003-09-16",129,"2024-10-12 11:35:00"
1136,"UCC20241136","KABONGO","Jean","H","2002-01-12",130,"2024-10-12 12:50:00"
1137,"UCC20241137","MUKENDI","Esther","F","2003-05-05",115,"2024-10-12 14:05:00"
1138,"UCC20241138","KASAI","Michel","H","2001-10-30",128,"2024-10-12 15:20:00"
1139,"UCC20241139","ILUNGA","Nadine","F","2004-07-14",129,"2024-10-12 16:35:00"
1140,"UCC20241140","KALONJI","David","H","2002-02-09",132,"2024-10-12 17:50:00"
1141,"UPC20241141","MUKUNA","Alice","F","2003-11-18",128,"2024-10-13 09:05:00"
1142,"UPC20241142","NSITU","David","H","2002-08-22",129,"2024-10-13 10:20:00"
1143,"UPC20241143","MALU","Sarah","F","2004-04-27",130,"2024-10-13 11:35:00"
1144,"UPC20241144","ILUNGA","Jean","H","2001-12-14",131,"2024-10-13 12:50:00"
1145,"UPC20241145","KABILA","Claudine","F","2003-06-21",132,"2024-10-13 14:05:00"
1146,"UPC20241146","KAPENDA","Michel","H","2002-09-08",133,"2024-10-14 09:10:00"
1147,"UPC20241147","MBUYI","Esther","F","2004-01-31",134,"2024-10-14 10:25:00"
1148,"UPC20241148","MULUMBA","Joseph","H","2001-05-16",135,"2024-10-14 11:40:00"
1149,"UPC20241149","KASONGO","Patricia","F","2003-03-03",136,"2024-10-14 12:55:00"
1150,"UPC20241150","MUKENDI","Paul","H","2002-07-24",137,"2024-10-14 14:10:00"
1151,"ISIPA20241151","MALU","Chantal","F","2004-05-09",101,"2024-10-14 15:20:00"
1152,"ISIPA20241152","ILUNGA","David","H","2002-11-26",122,"2024-10-14 16:30:00"
1153,"ISIPA20241153","KABILA","Sarah","F","2003-02-17",119,"2024-10-15 09:05:00"
1154,"ISIPA20241154","MUKOKO","Paul","H","2001-10-01",124,"2024-10-15 10:20:00"
1155,"ISIPA20241155","KASAI","Alice","F","2003-08-28",121,"2024-10-15 11:35:00"
1156,"ISIPA20241156","MUTOMBO","Michel","H","2002-06-12",123,"2024-10-15 12:50:00"
1157,"ISC20241157","KALONJI","Patricia","F","2004-09-07",104,"2024-10-15 14:05:00"
1158,"ISC20241158","MUKENDI","Joseph","H","2001-07-15",105,"2024-10-15 15:20:00"
1159,"ISC20241159","NSITU","Chantal","F","2003-01-29",111,"2024-10-16 09:10:00"
1160,"ISC20241160","MBUYI","Paul","H","2002-04-20",112,"2024-10-16 10:25:00"
1161,"ISC20241161","KABILA","Nadine","F","2003-12-11",106,"2024-10-16 11:40:00"
1162,"ISC20241162","ILUNGA","Michel","H","2001-02-08",115,"2024-10-16 12:55:00"
1163,"ISTM20241163","MULUBALUBA","Alice","F","2004-07-23",107,"2024-10-16 14:10:00"
1164,"ISTM20241164","KASONGO","Jonas","H","2002-03-19",109,"2024-10-16 15:25:00"
1165,"ISTM20241165","MUKUNA","Esther","F","2003-05-30",108,"2024-10-16 16:40:00"
1166,"ISTM20241166","NSITU","David","H","2001-11-27",116,"2024-10-17 09:15:00"
1167,"ISTM20241167","MALU","Sarah","F","2004-03-25",107,"2024-10-17 10:30:00"
1168,"UCC20241168","KAPENDA","Joseph","H","2002-08-02",125,"2024-10-17 11:45:00"
1169,"UCC20241169","MUKENDI","Chantal","F","2003-06-06",126,"2024-10-17 13:00:00"
